venta_id,ts,sku,categoria,rider_id,ciudad,monto_ars,canal
S000724,2026-02-13T03:00:00+00:00,SKU023,accesorio,R0110,Cordoba,5790,estacion
S000725,2026-05-11T17:00:00+00:00,SKU023,accesorio,R0014,Cordoba,5790,web
S000726,2026-03-18T21:00:00+00:00,SKU020,recarga,R0101,Buenos Aires,1990,app
S000727,2026-04-20T14:00:00+00:00,SKU004,pase,R0089,Cordoba,1890,estacion
S000728,2026-03-05T21:00:00+00:00,SKU002,pase,R0072,Cordoba,3290,estacion
S000729,2026-04-11T01:00:00+00:00,SKU006,pase,R0075,Buenos Aires,9990,estacion
S000730,2026-04-10T06:00:00+00:00,SKU004,pase,R0108,Buenos Aires,9990,app
S000731,2026-01-29T07:00:00+00:00,SKU025,accesorio,R0096,Buenos Aires,1990,web
S000732,2026-02-06T00:00:00+00:00,SKU016,recarga,R0026,Buenos Aires,5990,estacion
S000733,2026-01-21T13:00:00+00:00,SKU004,pase,R0036,Buenos Aires,9990,app
S000734,2026-05-14T06:00:00+00:00,SKU005,pase,R0118,Cordoba,5790,app
S000735,2026-03-13T18:00:00+00:00,SKU025,accesorio,R0008,Cordoba,9790,app
S000736,2026-04-16T18:00:00+00:00,SKU026,accesorio,R0008,Cordoba,3290,app
S000737,2026-04-16T07:00:00+00:00,SKU017,recarga,R0033,Cordoba,1890,web
S000738,2026-06-01T05:00:00+00:00,SKU031,seguro,R0070,Cordoba,1890,web
S000739,2026-02-12T00:00:00+00:00,SKU012,recarga,R0014,Cordoba,1890,app
S000740,2026-04-19T17:00:00+00:00,SKU021,accesorio,R0047,Buenos Aires,9990,app
S000741,2026-05-19T22:00:00+00:00,SKU009,pase,R0085,Buenos Aires,5990,web
S000742,2026-03-21T20:00:00+00:00,SKU020,recarga,R0039,Buenos Aires,1990,app
S000743,2026-03-13T11:00:00+00:00,SKU040,seguro,R0001,Buenos Aires,5990,web
S000744,2026-01-18T06:00:00+00:00,SKU024,accesorio,R0084,Cordoba,5790,app
S000745,2026-01-15T01:00:00+00:00,SKU027,accesorio,R0072,Buenos Aires,9990,web
S000746,2026-04-16T04:00:00+00:00,SKU024,accesorio,R0037,Cordoba,5790,web
S000747,2026-05-18T06:00:00+00:00,SKU030,accesorio,R0073,Cordoba,3290,app
S000748,2026-06-06T08:00:00+00:00,SKU037,seguro,R0119,Buenos Aires,14990,web
S000749,2026-03-11T07:00:00+00:00,SKU015,recarga,R0099,Cordoba,3290,estacion
S000750,2026-06-03T12:00:00+00:00,SKU009,pase,R0061,Cordoba,9790,app
S000751,2026-02-25T16:00:00+00:00,SKU019,recarga,R0054,Cordoba,5790,app
S000752,2026-02-19T05:00:00+00:00,SKU006,pase,R0098,Buenos Aires,9990,estacion
S000753,2026-05-29T00:00:00+00:00,SKU009,pase,R0039,Buenos Aires,5990,web
S000754,2026-01-31T14:00:00+00:00,SKU008,pase,R0057,Buenos Aires,1990,app
S000755,2026-04-26T21:00:00+00:00,SKU006,pase,R0075,Buenos Aires,9990,app
S000756,2026-05-01T17:00:00+00:00,SKU034,seguro,R0037,Cordoba,5790,app
S000757,2026-04-02T13:00:00+00:00,SKU006,pase,R0078,Buenos Aires,9990,web
S000758,2026-06-12T22:00:00+00:00,SKU028,accesorio,R0096,Buenos Aires,5990,app
S000759,2026-03-08T03:00:00+00:00,SKU036,seguro,R0044,Cordoba,3290,web
S000760,2026-05-12T10:00:00+00:00,SKU023,accesorio,R0029,Buenos Aires,14990,estacion
S000761,2026-03-28T12:00:00+00:00,SKU008,pase,R0015,Cordoba,9790,web
S000762,2026-06-07T03:00:00+00:00,SKU027,accesorio,R0059,Buenos Aires,9990,web
S000763,2026-02-19T18:00:00+00:00,SKU012,recarga,R0030,Buenos Aires,1990,estacion
S000764,2026-04-11T11:00:00+00:00,SKU030,accesorio,R0098,Cordoba,3290,app
S000765,2026-04-15T15:00:00+00:00,SKU006,pase,R0002,Buenos Aires,9990,web
S000766,2026-03-16T22:00:00+00:00,SKU037,seguro,R0060,Buenos Aires,14990,app
S000767,2026-05-24T08:00:00+00:00,SKU036,seguro,R0069,Buenos Aires,9990,estacion
S000768,2026-03-19T07:00:00+00:00,SKU037,seguro,R0019,Cordoba,5790,estacion
S000769,2026-01-30T03:00:00+00:00,SKU014,recarga,R0067,Buenos Aires,9990,web
S000770,2026-03-06T04:00:00+00:00,SKU003,pase,R0014,Buenos Aires,3490,app
S000771,2026-04-14T15:00:00+00:00,SKU013,recarga,R0049,Buenos Aires,3490,app
S000772,2026-04-01T15:00:00+00:00,SKU005,pase,R0086,Cordoba,5790,estacion
S000773,2026-03-12T16:00:00+00:00,SKU026,accesorio,R0086,Cordoba,3290,web
S000774,2026-06-12T17:00:00+00:00,SKU013,recarga,R0035,Buenos Aires,3490,app
S000775,2026-02-25T12:00:00+00:00,SKU025,accesorio,R0061,Cordoba,9790,app
S000776,2026-05-05T20:00:00+00:00,SKU003,pase,R0010,Cordoba,1890,app
S000777,2026-06-04T11:00:00+00:00,SKU034,seguro,R0095,Cordoba,5790,web
S000778,2026-03-23T08:00:00+00:00,SKU035,seguro,R0006,Buenos Aires,1990,web
S000779,2026-05-21T19:00:00+00:00,SKU025,accesorio,R0067,Buenos Aires,1990,app
S000780,2026-05-25T10:00:00+00:00,SKU024,accesorio,R0109,Cordoba,5790,app
S000781,2026-03-09T07:00:00+00:00,SKU009,pase,R0116,Cordoba,9790,app
S000782,2026-04-02T05:00:00+00:00,SKU036,seguro,R0024,Cordoba,3290,app
S000783,2026-03-12T14:00:00+00:00,SKU026,accesorio,R0089,Buenos Aires,9990,estacion
S000784,2026-01-21T05:00:00+00:00,SKU025,accesorio,R0117,Buenos Aires,1990,web
S000785,2026-03-02T09:00:00+00:00,SKU024,accesorio,R0049,Cordoba,5790,web
S000786,2026-05-28T09:00:00+00:00,SKU018,recarga,R0118,Cordoba,3290,app
S000787,2026-06-05T09:00:00+00:00,SKU005,pase,R0103,Cordoba,5790,web
S000788,2026-03-06T20:00:00+00:00,SKU002,pase,R0109,Buenos Aires,9990,estacion
S000789,2026-03-14T17:00:00+00:00,SKU020,recarga,R0004,Cordoba,5790,web
S000790,2026-04-23T15:00:00+00:00,SKU001,pase,R0106,Buenos Aires,14990,app
S000791,2026-02-06T20:00:00+00:00,SKU008,pase,R0013,Buenos Aires,1990,app
S000792,2026-04-28T05:00:00+00:00,SKU017,recarga,R0093,Cordoba,1890,app
S000793,2026-04-21T14:00:00+00:00,SKU011,recarga,R0107,Cordoba,9790,estacion
S000794,2026-01-28T05:00:00+00:00,SKU029,accesorio,R0105,Buenos Aires,9990,app
S000795,2026-04-07T02:00:00+00:00,SKU030,accesorio,R0016,Cordoba,3290,estacion
S000796,2026-05-13T16:00:00+00:00,SKU010,pase,R0026,Cordoba,1890,web
S000797,2026-05-14T22:00:00+00:00,SKU019,recarga,R0065,Cordoba,5790,estacion
S000798,2026-05-08T14:00:00+00:00,SKU002,pase,R0100,Cordoba,3290,app
S000799,2026-04-05T07:00:00+00:00,SKU029,accesorio,R0115,Cordoba,1890,app
S000800,2026-02-21T12:00:00+00:00,SKU013,recarga,R0118,Cordoba,5790,app
S000801,2026-02-07T15:00:00+00:00,SKU025,accesorio,R0079,Cordoba,9790,app
S000802,2026-03-07T17:00:00+00:00,SKU021,accesorio,R0059,Buenos Aires,9990,app
S000803,2026-01-27T16:00:00+00:00,SKU017,recarga,R0091,Buenos Aires,5990,estacion
S000804,2026-03-02T14:00:00+00:00,SKU020,recarga,R0094,Buenos Aires,1990,web
S000805,2026-02-13T09:00:00+00:00,SKU028,accesorio,R0024,Cordoba,9790,estacion
S000806,2026-01-28T01:00:00+00:00,SKU010,pase,R0076,Cordoba,1890,estacion
S000807,2026-05-31T19:00:00+00:00,SKU012,recarga,R0048,Cordoba,1890,app
S000808,2026-02-21T13:00:00+00:00,SKU005,pase,R0051,Buenos Aires,5990,app
S000809,2026-05-30T00:00:00+00:00,SKU028,accesorio,R0017,Cordoba,9790,app
S000810,2026-04-05T23:00:00+00:00,SKU012,recarga,R0104,Buenos Aires,1990,estacion
S000811,2026-05-11T09:00:00+00:00,SKU010,pase,R0048,Buenos Aires,9990,web
S000812,2026-02-02T21:00:00+00:00,SKU034,seguro,R0067,Cordoba,5790,app
S000813,2026-03-13T17:00:00+00:00,SKU013,recarga,R0020,Buenos Aires,3490,web
S000814,2026-02-15T03:00:00+00:00,SKU015,recarga,R0046,Cordoba,3290,estacion
S000815,2026-04-14T00:00:00+00:00,SKU036,seguro,R0007,Cordoba,3290,app
S000816,2026-04-28T00:00:00+00:00,SKU002,pase,R0070,Cordoba,3290,web
S000817,2026-01-25T20:00:00+00:00,SKU032,seguro,R0049,Buenos Aires,5990,app
S000818,2026-03-26T07:00:00+00:00,SKU017,recarga,R0093,Cordoba,1890,estacion
S000819,2026-05-29T23:00:00+00:00,SKU018,recarga,R0111,Cordoba,3290,web
S000820,2026-06-04T04:00:00+00:00,SKU021,accesorio,R0063,Cordoba,1890,app
S000821,2026-01-19T04:00:00+00:00,SKU027,accesorio,R0103,Cordoba,3290,estacion
S000822,2026-04-26T17:00:00+00:00,SKU035,seguro,R0067,Cordoba,9790,web
S000823,2026-04-26T18:00:00+00:00,SKU012,recarga,R0058,Buenos Aires,1990,app
S000824,2026-03-15T06:00:00+00:00,SKU016,recarga,R0099,Cordoba,1890,web
S000825,2026-02-09T15:00:00+00:00,SKU009,pase,R0072,Cordoba,9790,app
S000826,2026-04-08T01:00:00+00:00,SKU035,seguro,R0001,Cordoba,9790,app
S000827,2026-03-09T08:00:00+00:00,SKU011,recarga,R0028,Buenos Aires,3490,estacion
S000828,2026-03-28T18:00:00+00:00,SKU024,accesorio,R0119,Buenos Aires,1990,estacion
S000829,2026-05-17T16:00:00+00:00,SKU040,seguro,R0004,Buenos Aires,5990,estacion
S000830,2026-02-14T18:00:00+00:00,SKU013,recarga,R0019,Buenos Aires,3490,app
S000831,2026-06-01T19:00:00+00:00,SKU006,pase,R0033,Buenos Aires,9990,web
S000832,2026-04-20T00:00:00+00:00,SKU017,recarga,R0000,Cordoba,1890,app
S000833,2026-01-25T07:00:00+00:00,SKU028,accesorio,R0094,Cordoba,9790,app
S000834,2026-06-04T22:00:00+00:00,SKU034,seguro,R0040,Buenos Aires,1990,app
S000835,2026-06-01T11:00:00+00:00,SKU004,pase,R0048,Buenos Aires,9990,web
S000836,2026-05-06T22:00:00+00:00,SKU025,accesorio,R0095,Buenos Aires,1990,app
S000837,2026-05-20T14:00:00+00:00,SKU025,accesorio,R0074,Buenos Aires,1990,web
S000838,2026-04-22T01:00:00+00:00,SKU016,recarga,R0038,Cordoba,1890,app
S000839,2026-05-12T01:00:00+00:00,SKU030,accesorio,R0013,Cordoba,3290,web
S000840,2026-05-18T04:00:00+00:00,SKU039,seguro,R0111,Cordoba,5790,app
S000841,2026-05-11T18:00:00+00:00,SKU006,pase,R0011,Buenos Aires,9990,estacion
S000842,2026-06-09T11:00:00+00:00,SKU035,seguro,R0104,Buenos Aires,1990,app
S000843,2026-04-13T01:00:00+00:00,SKU016,recarga,R0022,Buenos Aires,5990,web
S000844,2026-02-19T07:00:00+00:00,SKU004,pase,R0026,Cordoba,1890,estacion
S000845,2026-02-11T06:00:00+00:00,SKU006,pase,R0028,Buenos Aires,9990,app
S000846,2026-06-01T09:00:00+00:00,SKU013,recarga,R0003,Buenos Aires,3490,estacion
S000847,2026-05-03T01:00:00+00:00,SKU038,seguro,R0088,Cordoba,3290,web
S000848,2026-04-03T00:00:00+00:00,SKU017,recarga,R0104,Cordoba,1890,app
S000849,2026-01-16T09:00:00+00:00,SKU016,recarga,R0111,Cordoba,1890,web
S000850,2026-05-01T05:00:00+00:00,SKU028,accesorio,R0073,Cordoba,9790,app
S000851,2026-02-15T22:00:00+00:00,SKU029,accesorio,R0011,Buenos Aires,9990,web
S000852,2026-06-13T23:00:00+00:00,SKU031,seguro,R0073,Buenos Aires,9990,app
S000853,2026-03-08T11:00:00+00:00,SKU002,pase,R0045,Buenos Aires,9990,app
S000854,2026-05-17T12:00:00+00:00,SKU016,recarga,R0068,Cordoba,1890,estacion
S000855,2026-05-01T00:00:00+00:00,SKU027,accesorio,R0115,Buenos Aires,9990,estacion
S000856,2026-05-05T09:00:00+00:00,SKU039,seguro,R0012,Buenos Aires,14990,app
S000857,2026-02-25T21:00:00+00:00,SKU013,recarga,R0033,Buenos Aires,3490,app
S000858,2026-03-20T12:00:00+00:00,SKU002,pase,R0002,Buenos Aires,9990,estacion
S000859,2026-03-18T13:00:00+00:00,SKU005,pase,R0080,Buenos Aires,5990,app
S000860,2026-03-07T12:00:00+00:00,SKU024,accesorio,R0080,Cordoba,5790,web
S000861,2026-04-04T19:00:00+00:00,SKU028,accesorio,R0049,Cordoba,9790,web
S000862,2026-05-07T20:00:00+00:00,SKU027,accesorio,R0085,Buenos Aires,9990,app
S000863,2026-03-31T14:00:00+00:00,SKU040,seguro,R0026,Cordoba,5790,app
S000864,2026-02-24T12:00:00+00:00,SKU013,recarga,R0062,Cordoba,5790,app
S000865,2026-02-17T03:00:00+00:00,SKU036,seguro,R0057,Cordoba,3290,web
S000866,2026-01-17T13:00:00+00:00,SKU039,seguro,R0000,Cordoba,5790,web
S000867,2026-02-27T00:00:00+00:00,SKU018,recarga,R0110,Cordoba,3290,app
S000868,2026-02-28T06:00:00+00:00,SKU016,recarga,R0060,Buenos Aires,5990,app
S000869,2026-05-20T09:00:00+00:00,SKU020,recarga,R0070,Buenos Aires,1990,app
S000870,2026-03-08T02:00:00+00:00,SKU030,accesorio,R0113,Buenos Aires,3490,estacion
S000871,2026-02-11T03:00:00+00:00,SKU019,recarga,R0011,Cordoba,5790,web
S000872,2026-06-12T19:00:00+00:00,SKU039,seguro,R0104,Buenos Aires,14990,web
S000873,2026-03-19T18:00:00+00:00,SKU022,accesorio,R0047,Buenos Aires,1990,estacion
S000874,2026-04-10T18:00:00+00:00,SKU038,seguro,R0117,Cordoba,3290,app
S000875,2026-01-31T17:00:00+00:00,SKU001,pase,R0023,Cordoba,9790,app
S000876,2026-03-09T21:00:00+00:00,SKU028,accesorio,R0066,Buenos Aires,5990,estacion
S000877,2026-01-15T06:00:00+00:00,SKU040,seguro,R0043,Buenos Aires,5990,app
S000878,2026-05-31T05:00:00+00:00,SKU033,seguro,R0101,Cordoba,1890,estacion
S000879,2026-03-19T23:00:00+00:00,SKU034,seguro,R0116,Buenos Aires,1990,estacion
S000880,2026-06-01T19:00:00+00:00,SKU027,accesorio,R0113,Cordoba,3290,web
S000881,2026-01-27T19:00:00+00:00,SKU015,recarga,R0072,Cordoba,3290,app
S000882,2026-02-08T22:00:00+00:00,SKU016,recarga,R0089,Cordoba,1890,app
S000883,2026-05-01T19:00:00+00:00,SKU004,pase,R0102,Cordoba,1890,app
S000884,2026-05-02T20:00:00+00:00,SKU024,accesorio,R0049,Cordoba,5790,app
S000885,2026-06-09T14:00:00+00:00,SKU022,accesorio,R0011,Buenos Aires,1990,web
S000886,2026-02-13T23:00:00+00:00,SKU021,accesorio,R0097,Cordoba,1890,estacion
S000887,2026-01-19T05:00:00+00:00,SKU032,seguro,R0021,Cordoba,9790,app
S000888,2026-02-22T07:00:00+00:00,SKU003,pase,R0062,Cordoba,1890,app
S000889,2026-04-21T16:00:00+00:00,SKU013,recarga,R0085,Buenos Aires,3490,app
S000890,2026-05-03T11:00:00+00:00,SKU027,accesorio,R0040,Buenos Aires,9990,app
S000891,2026-05-11T02:00:00+00:00,SKU020,recarga,R0116,Buenos Aires,1990,web
S000892,2026-04-12T06:00:00+00:00,SKU008,pase,R0085,Cordoba,9790,app
S000893,2026-03-21T16:00:00+00:00,SKU011,recarga,R0107,Cordoba,9790,app
S000894,2026-05-18T10:00:00+00:00,SKU029,accesorio,R0088,Cordoba,1890,app
S000895,2026-04-25T07:00:00+00:00,SKU029,accesorio,R0022,Buenos Aires,9990,app
S000896,2026-02-23T23:00:00+00:00,SKU033,seguro,R0027,Buenos Aires,5990,web
S000897,2026-03-01T12:00:00+00:00,SKU017,recarga,R0018,Cordoba,1890,app
S000898,2026-03-25T18:00:00+00:00,SKU019,recarga,R0051,Cordoba,5790,app
S000899,2026-05-11T18:00:00+00:00,SKU003,pase,R0024,Buenos Aires,3490,web
S000900,2026-03-03T06:00:00+00:00,SKU028,accesorio,R0000,Buenos Aires,5990,app
S000901,2026-03-05T18:00:00+00:00,SKU028,accesorio,R0107,Cordoba,9790,app
S000902,2026-02-07T14:00:00+00:00,SKU001,pase,R0110,Buenos Aires,14990,app
S000903,2026-04-06T21:00:00+00:00,SKU014,recarga,R0012,Cordoba,3290,app
S000904,2026-05-24T12:00:00+00:00,SKU033,seguro,R0033,Cordoba,1890,app
S000905,2026-04-28T02:00:00+00:00,SKU039,seguro,R0007,Buenos Aires,14990,web
S000906,2026-05-06T07:00:00+00:00,SKU026,accesorio,R0030,Buenos Aires,9990,web
S000907,2026-02-08T04:00:00+00:00,SKU025,accesorio,R0072,Cordoba,9790,app
S000908,2026-06-07T08:00:00+00:00,SKU034,seguro,R0018,Buenos Aires,1990,web
S000909,2026-05-15T01:00:00+00:00,SKU008,pase,R0061,Buenos Aires,1990,estacion
S000910,2026-03-21T12:00:00+00:00,SKU039,seguro,R0036,Buenos Aires,14990,web
S000911,2026-06-03T06:00:00+00:00,SKU035,seguro,R0113,Cordoba,9790,app
S000912,2026-03-31T21:00:00+00:00,SKU038,seguro,R0014,Buenos Aires,1990,app
S000913,2026-01-15T04:00:00+00:00,SKU033,seguro,R0026,Buenos Aires,5990,app
S000914,2026-04-27T16:00:00+00:00,SKU003,pase,R0088,Cordoba,1890,app
S000915,2026-04-29T03:00:00+00:00,SKU021,accesorio,R0110,Cordoba,1890,estacion
S000916,2026-04-17T03:00:00+00:00,SKU026,accesorio,R0093,Cordoba,3290,app
S000917,2026-01-29T20:00:00+00:00,SKU010,pase,R0013,Buenos Aires,9990,web
S000918,2026-03-05T22:00:00+00:00,SKU006,pase,R0040,Cordoba,9790,app
S000919,2026-03-10T21:00:00+00:00,SKU031,seguro,R0117,Cordoba,1890,web
S000920,2026-05-29T22:00:00+00:00,SKU011,recarga,R0024,Cordoba,9790,web
S000921,2026-04-26T21:00:00+00:00,SKU026,accesorio,R0007,Cordoba,3290,app
S000922,2026-04-11T12:00:00+00:00,SKU032,seguro,R0022,Cordoba,9790,web
S000923,2026-03-13T14:00:00+00:00,SKU035,seguro,R0003,Buenos Aires,1990,app
S000924,2026-01-21T16:00:00+00:00,SKU012,recarga,R0089,Cordoba,1890,app
S000925,2026-03-04T20:00:00+00:00,SKU010,pase,R0081,Cordoba,1890,web
S000926,2026-01-18T23:00:00+00:00,SKU029,accesorio,R0020,Cordoba,1890,app
S000927,2026-02-18T16:00:00+00:00,SKU013,recarga,R0037,Cordoba,5790,web
S000928,2026-03-14T14:00:00+00:00,SKU039,seguro,R0114,Cordoba,5790,web
S000929,2026-05-27T03:00:00+00:00,SKU013,recarga,R0016,Buenos Aires,3490,web
S000930,2026-03-16T05:00:00+00:00,SKU002,pase,R0038,Cordoba,3290,app
S000931,2026-02-21T02:00:00+00:00,SKU032,seguro,R0087,Cordoba,9790,web
S000932,2026-03-27T05:00:00+00:00,SKU021,accesorio,R0095,Cordoba,1890,estacion
S000933,2026-01-26T00:00:00+00:00,SKU027,accesorio,R0034,Buenos Aires,9990,web
S000934,2026-02-14T20:00:00+00:00,SKU035,seguro,R0067,Cordoba,9790,web
S000935,2026-05-01T08:00:00+00:00,SKU014,recarga,R0111,Cordoba,3290,app
S000936,2026-02-07T17:00:00+00:00,SKU006,pase,R0102,Cordoba,9790,app
S000937,2026-04-18T08:00:00+00:00,SKU033,seguro,R0061,Buenos Aires,5990,app
S000938,2026-01-28T05:00:00+00:00,SKU016,recarga,R0019,Cordoba,1890,web
S000939,2026-03-30T02:00:00+00:00,SKU021,accesorio,R0013,Buenos Aires,9990,web
S000940,2026-05-31T08:00:00+00:00,SKU029,accesorio,R0014,Buenos Aires,9990,estacion
S000941,2026-04-05T18:00:00+00:00,SKU015,recarga,R0081,Buenos Aires,9990,app
S000942,2026-03-25T19:00:00+00:00,SKU035,seguro,R0048,Cordoba,9790,web
S000943,2026-05-23T23:00:00+00:00,SKU037,seguro,R0077,Cordoba,5790,app
S000944,2026-03-30T07:00:00+00:00,SKU019,recarga,R0007,Buenos Aires,3490,estacion
S000945,2026-05-31T07:00:00+00:00,SKU030,accesorio,R0025,Buenos Aires,3490,web
S000946,2026-03-09T14:00:00+00:00,SKU027,accesorio,R0081,Buenos Aires,9990,app
S000947,2026-06-01T02:00:00+00:00,SKU029,accesorio,R0008,Buenos Aires,9990,app
S000948,2026-02-15T03:00:00+00:00,SKU024,accesorio,R0042,Buenos Aires,1990,estacion
S000949,2026-05-25T04:00:00+00:00,SKU027,accesorio,R0024,Buenos Aires,9990,app
S000950,2026-02-04T21:00:00+00:00,SKU037,seguro,R0024,Buenos Aires,14990,estacion
S000951,2026-01-15T06:00:00+00:00,SKU018,recarga,R0093,Buenos Aires,3490,app
S000952,2026-05-17T10:00:00+00:00,SKU040,seguro,R0006,Cordoba,5790,app
S000953,2026-03-21T01:00:00+00:00,SKU026,accesorio,R0027,Buenos Aires,9990,estacion
S000954,2026-03-15T14:00:00+00:00,SKU028,accesorio,R0066,Cordoba,9790,app
S000955,2026-03-27T10:00:00+00:00,SKU011,recarga,R0104,Buenos Aires,3490,estacion
S000956,2026-04-04T04:00:00+00:00,SKU029,accesorio,R0106,Buenos Aires,9990,app
S000957,2026-02-09T15:00:00+00:00,SKU011,recarga,R0067,Buenos Aires,3490,estacion
S000958,2026-03-10T20:00:00+00:00,SKU012,recarga,R0028,Cordoba,1890,estacion
S000959,2026-06-01T13:00:00+00:00,SKU005,pase,R0076,Buenos Aires,5990,app
S000960,2026-05-16T07:00:00+00:00,SKU029,accesorio,R0086,Buenos Aires,9990,web
S000961,2026-06-04T12:00:00+00:00,SKU025,accesorio,R0089,Cordoba,9790,app
S000962,2026-02-23T00:00:00+00:00,SKU026,accesorio,R0076,Buenos Aires,9990,app
S000963,2026-01-29T01:00:00+00:00,SKU029,accesorio,R0033,Cordoba,1890,app
S000964,2026-06-09T05:00:00+00:00,SKU037,seguro,R0046,Cordoba,5790,app
S000965,2026-04-01T13:00:00+00:00,SKU025,accesorio,R0039,Buenos Aires,1990,app
S000966,2026-03-30T15:00:00+00:00,SKU028,accesorio,R0104,Cordoba,9790,estacion
S000967,2026-05-31T22:00:00+00:00,SKU017,recarga,R0062,Buenos Aires,5990,app
S000968,2026-06-10T16:00:00+00:00,SKU035,seguro,R0033,Buenos Aires,1990,app
S000969,2026-05-05T10:00:00+00:00,SKU020,recarga,R0007,Buenos Aires,1990,app
S000970,2026-03-14T06:00:00+00:00,SKU003,pase,R0019,Buenos Aires,3490,app
S000971,2026-01-26T16:00:00+00:00,SKU008,pase,R0093,Buenos Aires,1990,web
S000972,2026-04-25T10:00:00+00:00,SKU025,accesorio,R0083,Buenos Aires,1990,web
S000973,2026-06-01T09:00:00+00:00,SKU001,pase,R0009,Buenos Aires,14990,app
S000974,2026-05-16T21:00:00+00:00,SKU036,seguro,R0088,Cordoba,3290,app
S000975,2026-02-14T21:00:00+00:00,SKU012,recarga,R0079,Cordoba,1890,web
S000976,2026-01-23T18:00:00+00:00,SKU028,accesorio,R0044,Buenos Aires,5990,estacion
S000977,2026-03-22T07:00:00+00:00,SKU017,recarga,R0026,Buenos Aires,5990,app
S000978,2026-02-17T03:00:00+00:00,SKU034,seguro,R0056,Cordoba,5790,estacion
S000979,2026-04-06T04:00:00+00:00,SKU024,accesorio,R0119,Buenos Aires,1990,estacion
S000980,2026-05-06T12:00:00+00:00,SKU005,pase,R0056,Buenos Aires,5990,web
S000981,2026-02-21T09:00:00+00:00,SKU034,seguro,R0065,Buenos Aires,1990,web
S000982,2026-02-05T07:00:00+00:00,SKU031,seguro,R0091,Cordoba,1890,app
S000983,2026-05-11T02:00:00+00:00,SKU013,recarga,R0027,Buenos Aires,3490,app
S000984,2026-02-19T22:00:00+00:00,SKU008,pase,R0067,Buenos Aires,1990,app
S000985,2026-05-25T07:00:00+00:00,SKU010,pase,R0102,Cordoba,1890,app
S000986,2026-04-22T11:00:00+00:00,SKU029,accesorio,R0035,Cordoba,1890,app
S000987,2026-03-31T07:00:00+00:00,SKU013,recarga,R0010,Cordoba,5790,estacion
S000988,2026-05-05T10:00:00+00:00,SKU016,recarga,R0007,Buenos Aires,5990,web
S000989,2026-03-21T14:00:00+00:00,SKU006,pase,R0050,Cordoba,9790,app
S000990,2026-05-17T09:00:00+00:00,SKU003,pase,R0110,Buenos Aires,3490,app
S000991,2026-05-14T02:00:00+00:00,SKU037,seguro,R0076,Buenos Aires,14990,app
S000992,2026-03-23T16:00:00+00:00,SKU004,pase,R0048,Buenos Aires,9990,app
S000993,2026-02-08T11:00:00+00:00,SKU028,accesorio,R0119,Cordoba,9790,app
S000994,2026-04-07T20:00:00+00:00,SKU029,accesorio,R0045,Buenos Aires,9990,app
S000995,2026-06-09T08:00:00+00:00,SKU019,recarga,R0108,Buenos Aires,3490,app
S000996,2026-02-28T03:00:00+00:00,SKU022,accesorio,R0004,Cordoba,3290,app
S000997,2026-05-24T23:00:00+00:00,SKU026,accesorio,R0045,Cordoba,3290,estacion
S000998,2026-03-17T06:00:00+00:00,SKU027,accesorio,R0074,Buenos Aires,9990,app
S000999,2026-04-03T03:00:00+00:00,SKU016,recarga,R0031,Cordoba,1890,web
S001000,2026-03-30T21:00:00+00:00,SKU004,pase,R0118,Cordoba,1890,estacion
S001001,2026-03-12T01:00:00+00:00,SKU028,accesorio,R0031,Buenos Aires,5990,estacion
S001002,2026-04-26T12:00:00+00:00,SKU020,recarga,R0094,Buenos Aires,1990,estacion
S001003,2026-04-15T01:00:00+00:00,SKU018,recarga,R0045,Cordoba,3290,estacion
S001004,2026-04-11T06:00:00+00:00,SKU017,recarga,R0006,Cordoba,1890,web
S001005,2026-03-06T15:00:00+00:00,SKU040,seguro,R0044,Buenos Aires,5990,app
S001006,2026-02-15T06:00:00+00:00,SKU033,seguro,R0099,Cordoba,1890,app
S001007,2026-04-15T20:00:00+00:00,SKU032,seguro,R0045,Buenos Aires,5990,estacion
S001008,2026-02-08T08:00:00+00:00,SKU013,recarga,R0081,Cordoba,5790,web
S001009,2026-02-16T18:00:00+00:00,SKU031,seguro,R0063,Buenos Aires,9990,web
S001010,2026-01-30T12:00:00+00:00,SKU037,seguro,R0098,Cordoba,5790,web
S001011,2026-04-25T06:00:00+00:00,SKU034,seguro,R0002,Buenos Aires,1990,app
S001012,2026-06-05T08:00:00+00:00,SKU005,pase,R0027,Buenos Aires,5990,app
S001013,2026-05-25T09:00:00+00:00,SKU030,accesorio,R0002,Buenos Aires,3490,app
S001014,2026-02-18T15:00:00+00:00,SKU017,recarga,R0077,Cordoba,1890,estacion
S001015,2026-02-12T08:00:00+00:00,SKU019,recarga,R0100,Buenos Aires,3490,estacion
S001016,2026-05-10T00:00:00+00:00,SKU027,accesorio,R0042,Buenos Aires,9990,app
S001017,2026-03-22T01:00:00+00:00,SKU026,accesorio,R0066,Buenos Aires,9990,app
S001018,2026-01-28T06:00:00+00:00,SKU015,recarga,R0112,Buenos Aires,9990,web
S001019,2026-03-20T02:00:00+00:00,SKU004,pase,R0060,Cordoba,1890,estacion
S001020,2026-05-25T02:00:00+00:00,SKU036,seguro,R0058,Cordoba,3290,estacion
S001021,2026-02-02T15:00:00+00:00,SKU004,pase,R0088,Buenos Aires,9990,web
S001022,2026-03-19T15:00:00+00:00,SKU010,pase,R0079,Cordoba,1890,app
S001023,2026-04-21T12:00:00+00:00,SKU020,recarga,R0009,Cordoba,5790,estacion
